Store_ID,Date,Month Index,Store Size,Marketing Strategy,Average Order Values (Tsh),Post Campaign Period,Sales Revenue (Tsh)
2,2025-05-01,29,Medium,Business-as-Usual (BAU) Regions,33650,1,1307659.1156413672
2,2025-06-01,30,Medium,Business-as-Usual (BAU) Regions,33650,1,1601165.3070891972
3,2023-01-01,1,Medium,Business-as-Usual (BAU) Regions,34282,0,1354633.9118252413
3,2023-02-01,2,Medium,Business-as-Usual (BAU) Regions,34282,0,1353701.6166273577
3,2023-03-01,3,Medium,Business-as-Usual (BAU) Regions,34282,0,1180780.3827384408
3,2023-04-01,4,Medium,Business-as-Usual (BAU) Regions,34282,0,1269284.2114099073
3,2023-05-01,5,Medium,Business-as-Usual (BAU) Regions,34282,0,1284371.282714933
3,2023-06-01,6,Medium,Business-as-Usual (BAU) Regions,34282,0,1127803.789933247
3,2023-07-01,7,Medium,Business-as-Usual (BAU) Regions,34282,0,1269439.400439964
3,2023-08-01,8,Medium,Business-as-Usual (BAU) Regions,34282,0,1347023.0678915563
3,2023-09-01,9,Medium,Business-as-Usual (BAU) Regions,34282,0,1331158.258826057
3,2023-10-01,10,Medium,Business-as-Usual (BAU) Regions,34282,0,1192446.6409426278
3,2023-11-01,11,Medium,Business-as-Usual (BAU) Regions,34282,0,1225990.790274756
3,2023-12-01,12,Medium,Business-as-Usual (BAU) Regions,34282,0,1373247.5191539316
3,2024-01-01,13,Medium,Business-as-Usual (BAU) Regions,34282,0,1375628.194990617
3,2024-02-01,14,Medium,Business-as-Usual (BAU) Regions,34282,0,1158327.5596764353
3,2024-03-01,15,Medium,Business-as-Usual (BAU) Regions,34282,0,1153472.5483381285
3,2024-04-01,16,Medium,Business-as-Usual (BAU) Regions,34282,0,1352537.6891297207
3,2024-05-01,17,Medium,Business-as-Usual (BAU) Regions,34282,0,1317827.7714650268
3,2024-06-01,18,Medium,Business-as-Usual (BAU) Regions,34282,0,1346135.9021469033
3,2024-07-01,19,Medium,Business-as-Usual (BAU) Regions,34282,0,1342096.7527472149
3,2024-08-01,20,Medium,Business-as-Usual (BAU) Regions,34282,1,1460061.6295272028
3,2024-09-01,21,Medium,Business-as-Usual (BAU) Regions,34282,1,1398285.446755388
3,2024-10-01,22,Medium,Business-as-Usual (BAU) Regions,34282,1,1422750.6270952055
3,2024-11-01,23,Medium,Business-as-Usual (BAU) Regions,34282,1,1307614.9738792004
3,2024-12-01,24,Medium,Business-as-Usual (BAU) Regions,34282,1,1160872.357882935
3,2025-01-01,25,Medium,Business-as-Usual (BAU) Regions,34282,1,1534883.3425353214
3,2025-02-01,26,Medium,Business-as-Usual (BAU) Regions,34282,1,1630116.6690869555
3,2025-03-01,27,Medium,Business-as-Usual (BAU) Regions,34282,1,1442592.8905415484
3,2025-04-01,28,Medium,Business-as-Usual (BAU) Regions,34282,1,1498605.4173676008
3,2025-05-01,29,Medium,Business-as-Usual (BAU) Regions,34282,1,1510961.4653099645
3,2025-06-01,30,Medium,Business-as-Usual (BAU) Regions,34282,1,1624023.4599734575
4,2023-01-01,1,Medium,Business-as-Usual (BAU) Regions,38085,0,1276118.7435421722
4,2023-02-01,2,Medium,Business-as-Usual (BAU) Regions,38085,0,1258345.3926959145
4,2023-03-01,3,Medium,Business-as-Usual (BAU) Regions,38085,0,1234445.7725555173
4,2023-04-01,4,Medium,Business-as-Usual (BAU) Regions,38085,0,1243478.8877569719
4,2023-05-01,5,Medium,Business-as-Usual (BAU) Regions,38085,0,1129843.0722693016
4,2023-06-01,6,Medium,Business-as-Usual (BAU) Regions,38085,0,1219320.997904419
4,2023-07-01,7,Medium,Business-as-Usual (BAU) Regions,38085,0,1325896.15729035
4,2023-08-01,8,Medium,Business-as-Usual (BAU) Regions,38085,0,1242643.4916170351
4,2023-09-01,9,Medium,Business-as-Usual (BAU) Regions,38085,0,1273548.0445999254
4,2023-10-01,10,Medium,Business-as-Usual (BAU) Regions,38085,0,1187249.5477230297
4,2023-11-01,11,Medium,Business-as-Usual (BAU) Regions,38085,0,1330640.5521025108
4,2023-12-01,12,Medium,Business-as-Usual (BAU) Regions,38085,0,1193059.4675171422
4,2024-01-01,13,Medium,Business-as-Usual (BAU) Regions,38085,0,1348190.62492297
4,2024-02-01,14,Medium,Business-as-Usual (BAU) Regions,38085,0,1323682.2575299393
4,2024-03-01,15,Medium,Business-as-Usual (BAU) Regions,38085,0,1210537.1802230594
4,2024-04-01,16,Medium,Business-as-Usual (BAU) Regions,38085,0,1444218.490201114
4,2024-05-01,17,Medium,Business-as-Usual (BAU) Regions,38085,0,1351890.7789229625
4,2024-06-01,18,Medium,Business-as-Usual (BAU) Regions,38085,0,1518862.2443295333
4,2024-07-01,19,Medium,Business-as-Usual (BAU) Regions,38085,0,1493260.169185797
4,2024-08-01,20,Medium,Business-as-Usual (BAU) Regions,38085,1,1310982.318742415
4,2024-09-01,21,Medium,Business-as-Usual (BAU) Regions,38085,1,1326662.4017075535
4,2024-10-01,22,Medium,Business-as-Usual (BAU) Regions,38085,1,1307581.59760612
4,2024-11-01,23,Medium,Business-as-Usual (BAU) Regions,38085,1,1288082.9105258933
4,2024-12-01,24,Medium,Business-as-Usual (BAU) Regions,38085,1,1396225.8260039203
4,2025-01-01,25,Medium,Business-as-Usual (BAU) Regions,38085,1,1560499.776774861
4,2025-02-01,26,Medium,Business-as-Usual (BAU) Regions,38085,1,1305467.6644690826
4,2025-03-01,27,Medium,Business-as-Usual (BAU) Regions,38085,1,1538155.5574051747
4,2025-04-01,28,Medium,Business-as-Usual (BAU) Regions,38085,1,1540127.4103822447
4,2025-05-01,29,Medium,Business-as-Usual (BAU) Regions,38085,1,1529375.4235378902
4,2025-06-01,30,Medium,Business-as-Usual (BAU) Regions,38085,1,1548653.8691795482
5,2023-01-01,1,Large,Pilot Launch Regions,41244,0,1476662.2569162294
5,2023-02-01,2,Large,Pilot Launch Regions,41244,0,1639586.0013416521
5,2023-03-01,3,Large,Pilot Launch Regions,41244,0,1546059.3454767144
5,2023-04-01,4,Large,Pilot Launch Regions,41244,0,1401924.7850715606
5,2023-05-01,5,Large,Pilot Launch Regions,41244,0,1609593.0358205098
5,2023-06-01,6,Large,Pilot Launch Regions,41244,0,1542471.3814073002
5,2023-07-01,7,Large,Pilot Launch Regions,41244,0,1723705.3306666184
5,2023-08-01,8,Large,Pilot Launch Regions,41244,0,1598432.024668882
5,2023-09-01,9,Large,Pilot Launch Regions,41244,0,1633648.6271940477
5,2023-10-01,10,Large,Pilot Launch Regions,41244,0,1672474.1120537187
5,2023-11-01,11,Large,Pilot Launch Regions,41244,0,1633607.9489693297
5,2023-12-01,12,Large,Pilot Launch Regions,41244,0,1661692.7106056002
5,2024-01-01,13,Large,Pilot Launch Regions,41244,0,1752485.9218224275
5,2024-02-01,14,Large,Pilot Launch Regions,41244,0,1613354.535778647
5,2024-03-01,15,Large,Pilot Launch Regions,41244,0,1653854.9245977919
5,2024-04-01,16,Large,Pilot Launch Regions,41244,0,1641291.369669767
5,2024-05-01,17,Large,Pilot Launch Regions,41244,0,1839940.3738039644
5,2024-06-01,18,Large,Pilot Launch Regions,41244,0,1673864.0018393737
5,2024-07-01,19,Large,Pilot Launch Regions,41244,0,1723537.3393026337
5,2024-08-01,20,Large,Pilot Launch Regions,41244,1,1752093.1594475731
5,2024-09-01,21,Large,Pilot Launch Regions,41244,1,1810228.9311862483
5,2024-10-01,22,Large,Pilot Launch Regions,41244,1,1915342.7667015912
5,2024-11-01,23,Large,Pilot Launch Regions,41244,1,1906068.2184713883
5,2024-12-01,24,Large,Pilot Launch Regions,41244,1,1905590.6859418065
5,2025-01-01,25,Large,Pilot Launch Regions,41244,1,1952194.3362249143
5,2025-02-01,26,Large,Pilot Launch Regions,41244,1,2009374.2930675198
5,2025-03-01,27,Large,Pilot Launch Regions,41244,1,1886825.120008126
5,2025-04-01,28,Large,Pilot Launch Regions,41244,1,2067605.0503468676
5,2025-05-01,29,Large,Pilot Launch Regions,41244,1,2040046.6573382483
5,2025-06-01,30,Large,Pilot Launch Regions,41244,1,2127062.0524104177
6,2023-01-01,1,Medium,Pilot Launch Regions,35328,0,1106461.538599214
6,2023-02-01,2,Medium,Pilot Launch Regions,35328,0,1233827.0476506916
6,2023-03-01,3,Medium,Pilot Launch Regions,35328,0,1341967.7318282186
6,2023-04-01,4,Medium,Pilot Launch Regions,35328,0,1202866.0120971934
6,2023-05-01,5,Medium,Pilot Launch Regions,35328,0,1272249.2201030687
6,2023-06-01,6,Medium,Pilot Launch Regions,35328,0,1248897.7635786247
6,2023-07-01,7,Medium,Pilot Launch Regions,35328,0,1364790.2237237797
6,2023-08-01,8,Medium,Pilot Launch Regions,35328,0,1207116.8585226848
6,2023-09-01,9,Medium,Pilot Launch Regions,35328,0,1362282.5497606294
6,2023-10-01,10,Medium,Pilot Launch Regions,35328,0,1251338.8956925704
6,2023-11-01,11,Medium,Pilot Launch Regions,35328,0,1239468.3237194004
6,2023-12-01,12,Medium,Pilot Launch Regions,35328,0,1318788.80584346
6,2024-01-01,13,Medium,Pilot Launch Regions,35328,0,1352396.553440601
6,2024-02-01,14,Medium,Pilot Launch Regions,35328,0,1491582.6225585989
6,2024-03-01,15,Medium,Pilot Launch Regions,35328,0,1375563.0063094972
6,2024-04-01,16,Medium,Pilot Launch Regions,35328,0,1374122.4989857953
6,2024-05-01,17,Medium,Pilot Launch Regions,35328,0,1492691.4355121306
6,2024-06-01,18,Medium,Pilot Launch Regions,35328,0,1418084.315536923
6,2024-07-01,19,Medium,Pilot Launch Regions,35328,0,1323457.985586564
6,2024-08-01,20,Medium,Pilot Launch Regions,35328,1,1551305.7401000701
6,2024-09-01,21,Medium,Pilot Launch Regions,35328,1,1461800.2890968644
6,2024-10-01,22,Medium,Pilot Launch Regions,35328,1,1521446.9865628087
6,2024-11-01,23,Medium,Pilot Launch Regions,35328,1,1614689.687495806
6,2024-12-01,24,Medium,Pilot Launch Regions,35328,1,1655673.091901505
6,2025-01-01,25,Medium,Pilot Launch Regions,35328,1,1643441.764475813
6,2025-02-01,26,Medium,Pilot Launch Regions,35328,1,1644459.956356441
6,2025-03-01,27,Medium,Pilot Launch Regions,35328,1,1773044.2275516037
6,2025-04-01,28,Medium,Pilot Launch Regions,35328,1,1608418.656995881
6,2025-05-01,29,Medium,Pilot Launch Regions,35328,1,1716899.7820172745
6,2025-06-01,30,Medium,Pilot Launch Regions,35328,1,1792599.2270643776
7,2023-01-01,1,Large,Business-as-Usual (BAU) Regions,40846,0,1612499.374067297
7,2023-02-01,2,Large,Business-as-Usual (BAU) Regions,40846,0,1675685.4599324593
7,2023-03-01,3,Large,Business-as-Usual (BAU) Regions,40846,0,1606249.0838357206
7,2023-04-01,4,Large,Business-as-Usual (BAU) Regions,40846,0,1602626.0723817968
7,2023-05-01,5,Large,Business-as-Usual (BAU) Regions,40846,0,1733846.277057864
7,2023-06-01,6,Large,Business-as-Usual (BAU) Regions,40846,0,1711919.4712471054
7,2023-07-01,7,Large,Business-as-Usual (BAU) Regions,40846,0,1545513.445036184
7,2023-08-01,8,Large,Business-as-Usual (BAU) Regions,40846,0,1630652.6243718162
7,2023-09-01,9,Large,Business-as-Usual (BAU) Regions,40846,0,1658813.5201708411
7,2023-10-01,10,Large,Business-as-Usual (BAU) Regions,40846,0,1778827.6958832503
7,2023-11-01,11,Large,Business-as-Usual (BAU) Regions,40846,0,1724285.6412834239
7,2023-12-01,12,Large,Business-as-Usual (BAU) Regions,40846,0,1661713.9120078702
7,2024-01-01,13,Large,Business-as-Usual (BAU) Regions,40846,0,1702605.9463042896
7,2024-02-01,14,Large,Business-as-Usual (BAU) Regions,40846,0,1547949.574899133
7,2024-03-01,15,Large,Business-as-Usual (BAU) Regions,40846,0,1787490.2787701876
7,2024-04-01,16,Large,Business-as-Usual (BAU) Regions,40846,0,1770318.8771357043
7,2024-05-01,17,Large,Business-as-Usual (BAU) Regions,40846,0,1821972.5146580082
7,2024-06-01,18,Large,Business-as-Usual (BAU) Regions,40846,0,1718476.0561380384
7,2024-07-01,19,Large,Business-as-Usual (BAU) Regions,40846,0,1745243.285484677
7,2024-08-01,20,Large,Business-as-Usual (BAU) Regions,40846,1,1702832.6780197774
7,2024-09-01,21,Large,Business-as-Usual (BAU) Regions,40846,1,1658155.6075075406
7,2024-10-01,22,Large,Business-as-Usual (BAU) Regions,40846,1,1713159.2497315814
7,2024-11-01,23,Large,Business-as-Usual (BAU) Regions,40846,1,1629455.9640376056
7,2024-12-01,24,Large,Business-as-Usual (BAU) Regions,40846,1,1863168.4412475268
7,2025-01-01,25,Large,Business-as-Usual (BAU) Regions,40846,1,1631009.3997877522
7,2025-02-01,26,Large,Business-as-Usual (BAU) Regions,40846,1,1981231.656114582
7,2025-03-01,27,Large,Business-as-Usual (BAU) Regions,40846,1,1688869.8480559934
7,2025-04-01,28,Large,Business-as-Usual (BAU) Regions,40846,1,1958651.3480918603
7,2025-05-01,29,Large,Business-as-Usual (BAU) Regions,40846,1,1772355.676514365
7,2025-06-01,30,Large,Business-as-Usual (BAU) Regions,40846,1,1894882.6453976848
8,2023-01-01,1,Large,Pilot Launch Regions,39366,0,1504804.2639738505
8,2023-02-01,2,Large,Pilot Launch Regions,39366,0,1712560.1067891552
8,2023-03-01,3,Large,Pilot Launch Regions,39366,0,1593496.213446742
8,2023-04-01,4,Large,Pilot Launch Regions,39366,0,1684554.8150057446
8,2023-05-01,5,Large,Pilot Launch Regions,39366,0,1611083.8431917108
8,2023-06-01,6,Large,Pilot Launch Regions,39366,0,1638236.7980431123
8,2023-07-01,7,Large,Pilot Launch Regions,39366,0,1664288.53232158
8,2023-08-01,8,Large,Pilot Launch Regions,39366,0,1579041.827122179
8,2023-09-01,9,Large,Pilot Launch Regions,39366,0,1527576.7097411796
8,2023-10-01,10,Large,Pilot Launch Regions,39366,0,1537211.4799027955
8,2023-11-01,11,Large,Pilot Launch Regions,39366,0,1659067.4055308925
8,2023-12-01,12,Large,Pilot Launch Regions,39366,0,1630908.7931689536
8,2024-01-01,13,Large,Pilot Launch Regions,39366,0,1513331.4592120047
8,2024-02-01,14,Large,Pilot Launch Regions,39366,0,1739695.5541011642
8,2024-03-01,15,Large,Pilot Launch Regions,39366,0,1612520.8286970733
8,2024-04-01,16,Large,Pilot Launch Regions,39366,0,1625834.2520163
8,2024-05-01,17,Large,Pilot Launch Regions,39366,0,1721669.917257046
8,2024-06-01,18,Large,Pilot Launch Regions,39366,0,1657990.747354087
8,2024-07-01,19,Large,Pilot Launch Regions,39366,0,1744800.4398671614
8,2024-08-01,20,Large,Pilot Launch Regions,39366,1,1959022.8376113507
8,2024-09-01,21,Large,Pilot Launch Regions,39366,1,1899047.2332337117
8,2024-10-01,22,Large,Pilot Launch Regions,39366,1,1989633.0882966379
8,2024-11-01,23,Large,Pilot Launch Regions,39366,1,2038374.1446101982
8,2024-12-01,24,Large,Pilot Launch Regions,39366,1,1940803.4953588706
8,2025-01-01,25,Large,Pilot Launch Regions,39366,1,2057683.957990581
8,2025-02-01,26,Large,Pilot Launch Regions,39366,1,1970876.2764532955
8,2025-03-01,27,Large,Pilot Launch Regions,39366,1,1912710.6752859417
8,2025-04-01,28,Large,Pilot Launch Regions,39366,1,1920177.2393324613
8,2025-05-01,29,Large,Pilot Launch Regions,39366,1,2086236.316683534
8,2025-06-01,30,Large,Pilot Launch Regions,39366,1,1922069.3740508743
9,2023-01-01,1,Medium,Business-as-Usual (BAU) Regions,36028,0,1080159.5268493863
9,2023-02-01,2,Medium,Business-as-Usual (BAU) Regions,36028,0,1235195.4110779306
9,2023-03-01,3,Medium,Business-as-Usual (BAU) Regions,36028,0,1202017.2991234518
9,2023-04-01,4,Medium,Business-as-Usual (BAU) Regions,36028,0,1069804.2923458302
9,2023-05-01,5,Medium,Business-as-Usual (BAU) Regions,36028,0,1352447.9054486183
9,2023-06-01,6,Medium,Business-as-Usual (BAU) Regions,36028,0,1145387.4345452995
9,2023-07-01,7,Medium,Business-as-Usual (BAU) Regions,36028,0,1460865.9961688346
9,2023-08-01,8,Medium,Business-as-Usual (BAU) Regions,36028,0,1211418.4076510693
9,2023-09-01,9,Medium,Business-as-Usual (BAU) Regions,36028,0,1302124.84545008
9,2023-10-01,10,Medium,Business-as-Usual (BAU) Regions,36028,0,1413095.6667931303
9,2023-11-01,11,Medium,Business-as-Usual (BAU) Regions,36028,0,1413354.714226306
9,2023-12-01,12,Medium,Business-as-Usual (BAU) Regions,36028,0,1468890.9124981505
9,2024-01-01,13,Medium,Business-as-Usual (BAU) Regions,36028,0,1203153.9008895718
9,2024-02-01,14,Medium,Business-as-Usual (BAU) Regions,36028,0,1247791.0142372646
9,2024-03-01,15,Medium,Business-as-Usual (BAU) Regions,36028,0,1368079.7819275223
9,2024-04-01,16,Medium,Business-as-Usual (BAU) Regions,36028,0,1425840.0490696616
9,2024-05-01,17,Medium,Business-as-Usual (BAU) Regions,36028,0,1364101.804529629
9,2024-06-01,18,Medium,Business-as-Usual (BAU) Regions,36028,0,1238960.4771429289
9,2024-07-01,19,Medium,Business-as-Usual (BAU) Regions,36028,0,1414726.252717184
9,2024-08-01,20,Medium,Business-as-Usual (BAU) Regions,36028,1,1365799.6349034328
9,2024-09-01,21,Medium,Business-as-Usual (BAU) Regions,36028,1,1373500.8832835306
9,2024-10-01,22,Medium,Business-as-Usual (BAU) Regions,36028,1,1219103.712537311
9,2024-11-01,23,Medium,Business-as-Usual (BAU) Regions,36028,1,1478798.7363582652
9,2024-12-01,24,Medium,Business-as-Usual (BAU) Regions,36028,1,1441616.3248228366
9,2025-01-01,25,Medium,Business-as-Usual (BAU) Regions,36028,1,1588613.164531117
9,2025-02-01,26,Medium,Business-as-Usual (BAU) Regions,36028,1,1452699.6423153507
9,2025-03-01,27,Medium,Business-as-Usual (BAU) Regions,36028,1,1515307.2104415218
9,2025-04-01,28,Medium,Business-as-Usual (BAU) Regions,36028,1,1545205.7081262656
9,2025-05-01,29,Medium,Business-as-Usual (BAU) Regions,36028,1,1345307.0753071047
9,2025-06-01,30,Medium,Business-as-Usual (BAU) Regions,36028,1,1699335.9957281274
10,2023-01-01,1,Small,Pilot Launch Regions,27782,0,870536.6089661906
10,2023-02-01,2,Small,Pilot Launch Regions,27782,0,958225.5822092431
10,2023-03-01,3,Small,Pilot Launch Regions,27782,0,981246.5605559321
10,2023-04-01,4,Small,Pilot Launch Regions,27782,0,873477.5237986206
10,2023-05-01,5,Small,Pilot Launch Regions,27782,0,1092758.4265158083
10,2023-06-01,6,Small,Pilot Launch Regions,27782,0,971276.4215483546
10,2023-07-01,7,Small,Pilot Launch Regions,27782,0,937922.1890474133
10,2023-08-01,8,Small,Pilot Launch Regions,27782,0,972420.382953231
10,2023-09-01,9,Small,Pilot Launch Regions,27782,0,1031140.1758887218
10,2023-10-01,10,Small,Pilot Launch Regions,27782,0,982203.5991469317
10,2023-11-01,11,Small,Pilot Launch Regions,27782,0,1065554.3928306592
10,2023-12-01,12,Small,Pilot Launch Regions,27782,0,875210.2288825809
10,2024-01-01,13,Small,Pilot Launch Regions,27782,0,965162.4008138808
10,2024-02-01,14,Small,Pilot Launch Regions,27782,0,867556.2288530992
10,2024-03-01,15,Small,Pilot Launch Regions,27782,0,1209760.6525474356
10,2024-04-01,16,Small,Pilot Launch Regions,27782,0,1217379.6242526392
10,2024-05-01,17,Small,Pilot Launch Regions,27782,0,1115129.2854026388
10,2024-06-01,18,Small,Pilot Launch Regions,27782,0,988990.5543269574
10,2024-07-01,19,Small,Pilot Launch Regions,27782,0,1266190.261777466
10,2024-08-01,20,Small,Pilot Launch Regions,27782,1,1105539.0433776143
10,2024-09-01,21,Small,Pilot Launch Regions,27782,1,1195871.4980390696
10,2024-10-01,22,Small,Pilot Launch Regions,27782,1,1451197.5237224647
10,2024-11-01,23,Small,Pilot Launch Regions,27782,1,1299914.4890238824
10,2024-12-01,24,Small,Pilot Launch Regions,27782,1,1243948.551708634
10,2025-01-01,25,Small,Pilot Launch Regions,27782,1,1405525.5792326785
10,2025-02-01,26,Small,Pilot Launch Regions,27782,1,1433876.3047716112
10,2025-03-01,27,Small,Pilot Launch Regions,27782,1,1332125.2097985575
10,2025-04-01,28,Small,Pilot Launch Regions,27782,1,1348672.679899951
10,2025-05-01,29,Small,Pilot Launch Regions,27782,1,1461598.5829639283
10,2025-06-01,30,Small,Pilot Launch Regions,27782,1,1250534.7436277345
11,2023-01-01,1,Small,Pilot Launch Regions,29861,0,949202.6521877953
11,2023-02-01,2,Small,Pilot Launch Regions,29861,0,942304.2901161766
11,2023-03-01,3,Small,Pilot Launch Regions,29861,0,986633.949357574
11,2023-04-01,4,Small,Pilot Launch Regions,29861,0,1115336.296107139
11,2023-05-01,5,Small,Pilot Launch Regions,29861,0,1104843.9633829622
11,2023-06-01,6,Small,Pilot Launch Regions,29861,0,823638.3394149925
11,2023-07-01,7,Small,Pilot Launch Regions,29861,0,858159.9072744505
11,2023-08-01,8,Small,Pilot Launch Regions,29861,0,832266.8935180922
11,2023-09-01,9,Small,Pilot Launch Regions,29861,0,910231.3688847789
11,2023-10-01,10,Small,Pilot Launch Regions,29861,0,985733.2898543362
11,2023-11-01,11,Small,Pilot Launch Regions,29861,0,1014361.2115254237
11,2023-12-01,12,Small,Pilot Launch Regions,29861,0,887561.7005450198
11,2024-01-01,13,Small,Pilot Launch Regions,29861,0,875611.8538904713
11,2024-02-01,14,Small,Pilot Launch Regions,29861,0,977476.9430814083
11,2024-03-01,15,Small,Pilot Launch Regions,29861,0,1123293.7012483696
11,2024-04-01,16,Small,Pilot Launch Regions,29861,0,1145889.2869733362
11,2024-05-01,17,Small,Pilot Launch Regions,29861,0,1201465.988747015
11,2024-06-01,18,Small,Pilot Launch Regions,29861,0,1067413.579925991
11,2024-07-01,19,Small,Pilot Launch Regions,29861,0,1141252.2792312084
11,2024-08-01,20,Small,Pilot Launch Regions,29861,1,1234369.44829381
11,2024-09-01,21,Small,Pilot Launch Regions,29861,1,1203725.918997984
11,2024-10-01,22,Small,Pilot Launch Regions,29861,1,1266952.9364570598
11,2024-11-01,23,Small,Pilot Launch Regions,29861,1,1284686.902737893
11,2024-12-01,24,Small,Pilot Launch Regions,29861,1,1343571.612899336
11,2025-01-01,25,Small,Pilot Launch Regions,29861,1,1525713.163335203
11,2025-02-01,26,Small,Pilot Launch Regions,29861,1,1286360.8435235806
11,2025-03-01,27,Small,Pilot Launch Regions,29861,1,1180478.4195251472
11,2025-04-01,28,Small,Pilot Launch Regions,29861,1,1318549.3791794942
11,2025-05-01,29,Small,Pilot Launch Regions,29861,1,1504405.8295455037
11,2025-06-01,30,Small,Pilot Launch Regions,29861,1,1555887.138386624
12,2023-01-01,1,Medium,Pilot Launch Regions,38706,0,1110777.1566806117
